,ID,Host Type,Repository Name with Owner,Repository ID,Manifest Platform,Manifest Filepath,Git branch,Manifest kind,Optional,Dependency Project Name,Dependency Requirements,Dependency Kind,Dependency Project ID
2902,271554595,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,builtin-status-codes,3.0.0,runtime,874840.0
2903,271554643,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,bytes,1.0.0,runtime,273324.0
2904,271554663,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cache-base,1.0.1,runtime,273366.0
2905,271554785,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cached-path-relative,1.0.1,runtime,1365633.0
2906,271554831,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,caller-path,0.1.0,runtime,134016.0
2907,271554873,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,callsite,1.0.0,runtime,273505.0
2908,271554925,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,callsites,0.2.0,runtime,134030.0
2909,271554980,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,camelcase,1.2.1,runtime,134055.0
2910,271555017,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,caseless,0.12.0,runtime,134388.0
2911,271555079,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,ccount,1.0.2,runtime,888466.0
2912,271555148,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,center-align,0.1.3,runtime,701149.0
2913,271555176,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,chalk,2.3.0,runtime,134974.0
2914,271555203,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,character-entities,1.2.1,runtime,993903.0
2915,271555254,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,character-entities-html4,1.1.1,runtime,1128961.0
2916,271555310,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,character-entities-legacy,1.1.1,runtime,993916.0
2917,271555369,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,character-parser,1.2.1,runtime,135045.0
2918,271555412,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,character-reference-invalid,1.1.1,runtime,993972.0
2919,271555486,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,chokidar,1.7.0,runtime,274187.0
2920,271555519,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,chownr,1.0.1,runtime,135435.0
2921,271555593,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cipher-base,1.0.4,runtime,993358.0
2922,271555650,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,circular-json,0.3.3,runtime,274292.0
2923,271555671,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,class-utils,0.3.6,runtime,979789.0
2924,271555694,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,clean-css,3.4.28,runtime,135900.0
2925,271555754,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cli-cursor,1.0.2,runtime,135981.0
2926,271555786,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cli-width,2.2.0,runtime,136025.0
2927,271555838,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cliui,2.1.0,runtime,766130.0
2928,271555854,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,clone,2.1.1,runtime,136147.0
2929,271555883,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,clone-buffer,1.0.0,runtime,1696566.0
2930,271555903,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,clone-stats,1.0.0,runtime,136152.0
2931,271555952,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cloneable-readable,1.0.0,runtime,1418020.0
2932,271555981,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,co,4.6.0,runtime,136398.0
2933,271556030,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,code-point-at,1.1.0,runtime,897321.0
2934,271556101,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,collapse-white-space,1.0.3,runtime,888360.0
2935,271556133,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,collection-visit,1.0.0,runtime,913971.0
2936,271556162,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,color-convert,1.9.1,runtime,275082.0
2937,271556192,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,color-name,1.1.3,runtime,137021.0
2938,271556234,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,colors,1.1.2,runtime,137074.0
2939,271556255,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,combine-source-map,0.8.0,runtime,137132.0
2940,271556303,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,combined-stream,1.0.5,runtime,275157.0
2941,271556325,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,comma-separated-tokens,1.0.4,runtime,1208420.0
2942,271556370,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,commander,2.6.0,runtime,137207.0
2943,271556393,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,component-bind,1.0.0,runtime,275287.0
2944,271556413,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,component-emitter,1.1.2,runtime,275300.0
2945,271556450,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,component-inherit,0.0.3,runtime,275312.0
2946,271556481,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,concat-map,0.0.1,runtime,137645.0
2947,271556541,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,concat-stream,1.5.2,runtime,137649.0
2948,271556594,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,connect,3.6.5,runtime,137861.0
2949,271556621,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,console-browserify,1.1.0,runtime,275978.0
2950,271556667,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,constantinople,3.0.2,runtime,138206.0
2951,271556691,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,constants-browserify,1.0.0,runtime,138210.0
2952,271556728,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,content-disposition,0.5.1,runtime,138259.0
2953,271556755,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,content-type,1.0.4,runtime,138264.0
2954,271556801,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,continuable-cache,0.3.1,runtime,276049.0
2955,271556823,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,convert-source-map,1.1.3,runtime,138382.0
2956,271556861,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cookie,0.1.5,runtime,276107.0
2957,271556896,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cookie-signature,1.0.6,runtime,138422.0
2958,271556925,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,copy-descriptor,0.1.1,runtime,1134189.0
2959,271556962,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,core-js,2.5.3,runtime,276165.0
2960,271557001,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,core-util-is,1.0.2,runtime,138547.0
2961,271557061,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,corser,2.0.1,runtime,138603.0
2962,271557091,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,create-ecdh,4.0.0,runtime,138987.0
2963,271557151,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,create-hash,1.1.3,runtime,138993.0
2964,271557178,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,create-hmac,1.1.6,runtime,138994.0
2965,271557242,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cross-env,1.0.8,runtime,997297.0
2966,271557263,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cross-spawn,3.0.1,runtime,139080.0
2967,271557356,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,cryptiles,3.1.2,runtime,276571.0
2968,271557386,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,crypto-browserify,3.12.0,runtime,139174.0
2969,271557459,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,css,1.0.8,runtime,139263.0
2970,271557715,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,css-stringify,1.0.5,runtime,139443.0
2971,271557757,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,custom-event,1.0.1,runtime,139877.0
2972,271557813,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,d,1.0.0,runtime,140053.0
2973,271557920,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,dashdash,1.14.1,runtime,277053.0
2974,271557956,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,date-now,0.1.4,runtime,277148.0
2975,271558010,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,debug,2.2.0,runtime,140871.0
2976,271558076,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,decamelize,1.2.0,runtime,140902.0
2977,271558098,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,decode-uri-component,0.2.0,runtime,2289433.0
2978,271558152,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,deep-is,0.1.3,runtime,140981.0
2979,271558181,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,define-property,1.0.0,runtime,928089.0
2980,271558228,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,defined,1.0.0,runtime,141068.0
2981,271558245,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,del,2.2.2,runtime,141102.0
2982,271558322,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,delayed-stream,1.0.0,runtime,277424.0
2983,271558354,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,depd,1.1.2,runtime,141222.0
2984,271558411,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,deps-sort,2.0.0,runtime,141297.0
2985,271558515,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,destroy,1.0.4,runtime,141406.0
2986,271558538,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,detab,2.0.1,runtime,881035.0
2987,271558586,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,detect-indent,4.0.0,runtime,141421.0
2988,271558615,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,detective,4.7.1,runtime,141435.0
2989,271558648,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,di,0.0.1,runtime,141563.0
2990,271558702,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,diffie-hellman,5.0.2,runtime,141677.0
2991,271558750,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,disparity,2.0.0,runtime,742043.0
2992,271558776,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,doctrine,1.5.0,runtime,278098.0
2993,271558820,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,doctrine-temporary-fork,2.0.0-alpha-allowarrayindex,runtime,2255219.0
2994,271558839,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,documentation,4.0.0,runtime,704204.0
2995,271558879,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,dom-serialize,2.2.1,runtime,142572.0
2996,271558903,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,domain-browser,1.1.7,runtime,142598.0
2997,271558930,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,duplexer2,0.1.4,runtime,143251.0
2998,271558964,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,duplexify,3.5.3,runtime,143253.0
2999,271558985,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,ecc-jsbn,0.1.1,runtime,143629.0
3000,271559031,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,ecstatic,1.4.1,runtime,278855.0
3001,271559077,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,elliptic,6.4.0,runtime,143993.0
3002,271559105,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,emoji-regex,6.1.1,runtime,144743.0
3003,271559126,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,emojis-list,2.1.0,runtime,786384.0
3004,271559154,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,encodeurl,1.0.2,runtime,1529899.0
3005,271559185,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,end-of-stream,1.4.1,runtime,144846.0
3006,271559205,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,engine.io,1.5.4,runtime,279484.0
3007,271559253,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,engine.io-client,1.5.4,runtime,279485.0
3008,271559279,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,engine.io-parser,1.2.2,runtime,279490.0
3009,271559774,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,eslint,2.13.1,runtime,145391.0
3010,271559836,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,espree,3.5.2,runtime,279863.0
3011,271560327,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,esrecurse,4.2.0,runtime,279881.0
3012,271560407,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,estraverse,4.2.0,runtime,279891.0
3013,271560610,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,esutils,2.0.2,runtime,279894.0
3014,271560792,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,etag,1.7.0,runtime,145516.0
3015,271560870,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,event-emitter,0.3.5,runtime,145609.0
3016,271561301,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,evp_bytestokey,1.0.3,runtime,993904.0
3017,271561448,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,exit,0.1.2,runtime,280167.0
3018,271561504,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,exit-hook,1.1.1,runtime,145881.0
3019,271561543,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,expand-braces,0.1.2,runtime,280176.0
3020,271561736,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,expand-brackets,0.1.5,runtime,433544.0
3021,271561890,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,expand-range,1.8.2,runtime,145899.0
3022,271561986,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,express,4.13.4,runtime,145968.0
3023,271562048,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,extend,3.0.1,runtime,280577.0
3024,271562081,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,extend-shallow,2.0.1,runtime,280582.0
3025,271562164,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,extglob,0.3.2,runtime,430103.0
3026,271562264,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,extract-zip,1.6.6,runtime,146608.0
3027,271562299,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,extsprintf,1.3.0,runtime,146620.0
3028,271562398,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,fast-json-stable-stringify,2.0.0,runtime,2503463.0
3029,271562431,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,fast-levenshtein,2.0.6,runtime,146963.0
3030,271562500,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,faye-websocket,0.10.0,runtime,147066.0
3031,271562520,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,fd-slicer,1.0.1,runtime,147139.0
3032,271562571,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,figures,1.7.0,runtime,147447.0
3033,271562650,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,filename-regex,2.0.1,runtime,147558.0
3034,271562887,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,finalhandler,0.4.1,runtime,147652.0
3035,271562926,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,find-up,2.1.0,runtime,951019.0
3036,271562973,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,findup-sync,0.1.3,runtime,281228.0
3037,271563163,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,first-chunk-stream,1.0.0,runtime,147841.0
3038,271563228,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,flat-cache,1.3.0,runtime,683617.0
3039,271563409,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,for-in,1.0.2,runtime,281731.0
3040,271563822,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,forwarded,0.1.2,runtime,148912.0
3041,271563929,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,fragment-cache,0.2.1,runtime,1432071.0
3042,271563979,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,fresh,0.3.0,runtime,149093.0
3043,271564142,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,fs.realpath,1.0.0,runtime,1539182.0
3044,271564182,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,fsevents,1.1.3,runtime,149270.0
3045,271564262,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,generate-function,2.0.0,runtime,150063.0
3046,271582056,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,socket.io-parser,2.2.4,runtime,315627.0
3047,271582093,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,source-list-map,0.1.8,runtime,752848.0
3048,271582157,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,source-map,0.4.4,runtime,316107.0
3049,271582265,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,source-map-support,0.4.18,runtime,316119.0
3050,271582291,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,source-map-url,0.4.0,runtime,316121.0
3051,271582350,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,space-separated-tokens,1.1.1,runtime,1208432.0
3052,271582589,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,spdx-license-ids,1.2.2,runtime,776775.0
3053,271582746,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,split-string,3.1.0,runtime,944775.0
3054,271582792,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,sprintf-js,1.0.3,runtime,316927.0
3055,271582921,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,sshpk,1.13.1,runtime,984248.0
3056,271582952,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,state-toggle,1.0.0,runtime,1579492.0
3057,271540950,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,ansi-regex,2.1.1,runtime,128130.0
3058,271540982,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,ansi-styles,2.2.1,runtime,128132.0
3059,271541026,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,anymatch,1.3.2,runtime,128241.0
3060,271541068,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,argparse,1.0.9,runtime,128800.0
3061,271541107,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,arr-diff,2.0.0,runtime,128870.0
3062,271541182,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,arr-flatten,1.1.0,runtime,128871.0
3063,271541248,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,arr-union,3.1.0,runtime,128873.0
3064,271541293,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,array-filter,0.0.1,runtime,128906.0
3065,271541385,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,array-iterate,1.1.1,runtime,128921.0
3066,271541454,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,array-map,0.0.0,runtime,128926.0
3067,271541489,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,array-reduce,0.0.0,runtime,128944.0
3068,271541551,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,array-slice,0.2.3,runtime,267558.0
3069,271541582,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,array-union,1.0.2,runtime,128967.0
3070,271541678,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,array-unique,0.2.1,runtime,128969.0
3071,271541739,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,arraybuffer.slice,0.0.6,runtime,267599.0
3072,271541846,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,asap,1.0.0,runtime,129064.0
3073,271541893,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,asciidoctor-docbook.js,1.5.6-preview.2,runtime,1813788.0
3074,271541932,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,asciidoctor-reveal.js,1.0.3,runtime,1707013.0
3075,271541995,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,asciidoctor-template.js,1.5.6-preview.1,runtime,1697769.0
3076,271542110,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,asn1,0.2.3,runtime,268017.0
3077,271542189,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,asn1.js,4.9.2,runtime,129135.0
3078,271542241,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,assert,1.4.1,runtime,129193.0
3079,271542296,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,assert-plus,1.0.0,runtime,268326.0
3080,271542351,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,assign-symbols,1.0.0,runtime,1071182.0
3081,271542435,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,astw,2.2.0,runtime,129339.0
3082,271542530,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,async,1.5.2,runtime,268616.0
3083,271542692,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,asynckit,0.4.0,runtime,1487229.0
3084,271542749,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,atob,2.0.3,runtime,129535.0
3085,271542859,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,aws-sign2,0.7.0,runtime,269970.0
3086,271543072,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-core,6.26.0,runtime,570149.0
3087,271543138,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-generator,6.25.0,runtime,1063086.0
3088,271543234,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-bindify-decorators,6.24.1,runtime,1063084.0
3089,271543284,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-builder-binary-assignment-operator-visitor,6.24.1,runtime,1063083.0
3090,271543403,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-builder-react-jsx,6.26.0,runtime,1063080.0
3091,271543474,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-call-delegate,6.24.1,runtime,1063079.0
3092,271543572,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-define-map,6.26.0,runtime,1063078.0
3093,271543649,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-explode-assignable-expression,6.24.1,runtime,1063077.0
3094,271543758,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-explode-class,6.24.1,runtime,1063076.0
3095,271543856,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-function-name,6.24.1,runtime,1063074.0
3096,271544044,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-hoist-variables,6.24.1,runtime,1063072.0
3097,271544301,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helper-remap-async-to-generator,6.24.1,runtime,1063069.0
3098,271544444,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-helpers,6.24.1,runtime,1063067.0
3099,271544565,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-messages,6.23.0,runtime,1063066.0
3100,271544662,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-plugin-check-es2015-constants,6.22.0,runtime,1081056.0
3101,271544791,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-plugin-syntax-async-generators,6.13.0,runtime,1065483.0
3102,271544845,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-plugin-syntax-class-constructor-call,6.18.0,runtime,1063619.0
3103,271544948,GitHub,asciidoctor/asciidoctor.js,294,npm,package-lock.json,,lockfile,,babel-plugin-syntax-class-properties,6.13.0,runtime,1064343.0
